"Part No""",Available Stock,Site
"=""032412""",0,QLD01
"=""032412""",0,NSW01
"=""032412""",0,AC001
"=""032412""",0,DCV02
"=""032412""",0,WA001
"=""032412""",0,DCV01
032412UC,2,DCV02
032412UC,18,WHS01
032412UC,2,NSW01
032412UC,0,VIC01
032412UC,2,WA001
032412UC,1,SA001
032412UC,1,QLD01
032412UC,1,DCV01
032412UC,0,AC001
032412UC,1,TAS01
032502UC,2,TAS01
032502UC,0,AC001
032502UC,1,DCV01
032502UC,1,QLD01
032502UC,1,SA001
032502UC,2,WA001
032502UC,0,VIC01
032502UC,2,NSW01
032502UC,5,WHS01
032502UC,2,DCV02
"=""032504""",2,DCV02
"=""032504""",1,WA001
"=""032504""",1,QLD01
"=""032504""",0,SA001
"=""032504""",2,NSW01
"=""032504""",0,VIC01
"=""032504""",1,TAS01
"=""032504""",7,WHS01
"=""032504""",0,DCV01
"=""032504""",0,AC001
032505UC,0,AC001
032505UC,0,TAS01
032505UC,0,DCV01
032505UC,2,WHS01
032505UC,0,NSW01
032505UC,0,VIC01
032505UC,0,WA001
032505UC,0,SA001
032505UC,0,QLD01
032505UC,0,DCV02
"=""032512""",0,AC001
"=""032512""",0,DCV01
"=""032512""",0,WA001
"=""032512""",0,DCV02
"=""032512""",1,WHS01
"=""032512""",0,VIC01
"=""032512""",0,SA001
"=""032512""",0,TAS01
"=""032512""",0,NSW01
"=""032512""",0,QLD01
032512UC,1,DCV01
032512UC,0,AC001
032512UC,1,TAS01
032512UC,2,DCV02
032512UC,2,WA001
032512UC,0,VIC01
032512UC,8,WHS01
032512UC,2,QLD01
032512UC,2,NSW01
032512UC,1,SA001
"=""032522""",0,AC001
"=""032522""",0,DCV02
"=""032522""",0,WA001
"=""032522""",0,DCV01
"=""032522""",7,WHS01
"=""032522""",0,SA001
"=""032522""",0,NSW01
"=""032522""",0,VIC01
"=""032522""",0,TAS01
"=""032522""",0,QLD01
"=""032532""",0,QLD01
"=""032532""",0,TAS01
"=""032532""",0,NSW01
"=""032532""",0,SA001
"=""032532""",1,WHS01
"=""032532""",0,VIC01
"=""032532""",0,DCV01
"=""032532""",0,WA001
"=""032532""",0,DCV02
"=""032532""",0,AC001
032532UC,2,DCV02
032532UC,1,SA001
032532UC,6,NSW01
032532UC,2,QLD01
032532UC,15,WHS01
032532UC,0,VIC01
032532UC,4,WA001
032532UC,2,DCV01
032532UC,2,TAS01
032532UC,0,AC001
"=""032552""",0,VIC01
"=""032552""",18,WHS01
"=""032552""",0,SA001
"=""032552""",0,NSW01
"=""032552""",0,TAS01
"=""032552""",0,QLD01
"=""032552""",0,AC001
"=""032552""",0,DCV02
"=""032552""",0,WA001
"=""032552""",0,DCV01
"=""032600""",0,DCV02
"=""032600""",0,VIC01
"=""032600""",2,WHS01
"=""032600""",0,NSW01
"=""032600""",0,QLD01
"=""032600""",0,SA001
"=""032600""",0,TAS01
"=""032600""",0,WA001
"=""032600""",0,DCV01
"=""032600""",0,AC001
032900UC,0,AC001
032900UC,0,TAS01
032900UC,0,WA001
032900UC,0,VIC01
032900UC,0,DCV01
032900UC,0,DCV02
032900UC,0,QLD01
032900UC,0,SA001
032900UC,0,WHS01
032900UC,0,NSW01
033202UC,0,NSW01
033202UC,0,QLD01
033202UC,0,WHS01
033202UC,0,SA001
033202UC,0,VIC01
033202UC,0,DCV02
033202UC,0,DCV01
033202UC,0,AC001
033202UC,0,WA001
033202UC,0,TAS01
"=""033302""",1,WHS01
"=""033302""",0,VIC01
"=""033302""",0,NSW01
"=""033302""",0,SA001
"=""033302""",0,TAS01
"=""033302""",0,QLD01
"=""033302""",0,AC001
"=""033302""",0,DCV01
"=""033302""",0,WA001
"=""033302""",0,DCV02
033302UC,0,DCV02
033302UC,1,WA001
033302UC,0,VIC01
033302UC,32,WHS01
033302UC,1,QLD01
033302UC,2,NSW01
033302UC,1,SA001
033302UC,1,DCV01
033302UC,1,TAS01
033302UC,0,AC001
033402UC,0,AC001
033402UC,0,TAS01
033402UC,0,WA001
033402UC,1,DCV01
033402UC,1,SA001
033402UC,0,VIC01
033402UC,2,NSW01
033402UC,1,QLD01
033402UC,7,WHS01
033402UC,0,DCV02
"=""033502""",0,AC001
"=""033502""",0,DCV02
"=""033502""",0,WA001
"=""033502""",0,DCV01
"=""033502""",0,VIC01
"=""033502""",1,WHS01
"=""033502""",0,SA001
"=""033502""",0,NSW01
"=""033502""",0,TAS01
"=""033502""",0,QLD01
033502UC,1,DCV01
033502UC,9,WHS01
033502UC,1,TAS01
033502UC,0,AC001
033502UC,0,DCV02
033502UC,1,SA001
033502UC,2,WA001
033502UC,0,VIC01
033502UC,1,QLD01
033502UC,2,NSW01
"=""033510""",0,AC001
"=""033510""",0,DCV01
"=""033510""",0,WA001
"=""033510""",0,DCV02
"=""033510""",0,WHS01
"=""033510""",0,VIC01
"=""033510""",0,NSW01
"=""033510""",0,SA001
"=""033510""",0,TAS01
"=""033510""",0,QLD01
033510UC,6,DCV01
033510UC,0,AC001
033510UC,6,TAS01
033510UC,9,QLD01
033510UC,4,DCV02
033510UC,2,SA001
033510UC,6,NSW01
033510UC,24,WHS01
033510UC,6,WA001
033510UC,0,VIC01
"=""033512""",0,AC001
"=""033512""",0,DCV02
"=""033512""",0,WA001
"=""033512""",0,DCV01
"=""033512""",0,VIC01
"=""033512""",0,WHS01
"=""033512""",0,SA001
"=""033512""",0,NSW01
"=""033512""",0,TAS01
"=""033512""",0,QLD01
033512UC,2,DCV01
033512UC,2,QLD01
033512UC,3,TAS01
033512UC,0,AC001
033512UC,2,DCV02
033512UC,0,VIC01
033512UC,4,WA001
033512UC,12,WHS01
033512UC,4,NSW01
033512UC,1,SA001
"=""033530""",0,DCV02
"=""033530""",0,AC001
"=""033530""",0,DCV01
"=""033530""",0,WA001
"=""033530""",0,SA001
"=""033530""",0,TAS01
"=""033530""",0,QLD01
"=""033530""",0,NSW01
"=""033530""",0,WHS01
"=""033530""",0,VIC01
033530UC,0,DCV01
033530UC,0,AC001
033530UC,0,TAS01
033530UC,0,QLD01
033530UC,0,DCV02
033530UC,0,SA001
033530UC,0,NSW01
033530UC,0,WHS01
033530UC,0,WA001
033530UC,0,VIC01
"=""033600""",0,DCV02
"=""033600""",0,AC001
"=""033600""",1,NSW01
"=""033600""",1,SA001
"=""033600""",0,WA001
"=""033600""",14,WHS01
"=""033600""",0,VIC01
"=""033600""",1,QLD01
"=""033600""",1,TAS01
"=""033600""",0,DCV01
033600UC,0,DCV01
033600UC,0,AC001
033600UC,0,WA001
033600UC,0,TAS01
033600UC,0,DCV02
033600UC,0,SA001
033600UC,0,VIC01
033600UC,0,WHS01
033600UC,0,QLD01
033600UC,0,NSW01
"=""033610""",0,AC001
"=""033610""",0,DCV01
"=""033610""",0,WA001
"=""033610""",0,DCV02
"=""033610""",0,VIC01
"=""033610""",1,WHS01
"=""033610""",0,NSW01
"=""033610""",0,SA001
"=""033610""",0,TAS01
"=""033610""",0,QLD01
"=""033702""",0,QLD01
"=""033702""",0,TAS01
"=""033702""",0,SA001
"=""033702""",0,NSW01
"=""033702""",2,WHS01
"=""033702""",0,VIC01
"=""033702""",0,DCV02
"=""033702""",0,WA001
"=""033702""",0,DCV01
"=""033702""",0,AC001
"=""033710""",0,DCV02
"=""033710""",1,DCV01
"=""033710""",0,AC001
"=""033710""",1,TAS01
"=""033710""",1,QLD01
"=""033710""",0,VIC01
"=""033710""",10,WHS01
"=""033710""",1,WA001
"=""033710""",1,SA001
"=""033710""",1,NSW01
033710UC,0,AC001
033710UC,0,TAS01
033710UC,0,DCV01
033710UC,0,DCV02
033710UC,0,WHS01
033710UC,0,WA001
033710UC,0,VIC01
033710UC,0,NSW01
033710UC,0,SA001
033710UC,0,QLD01
033812UC,1,QLD01
033812UC,1,SA001
033812UC,10,WHS01
033812UC,1,NSW01
033812UC,0,DCV02
033812UC,1,DCV01
033812UC,0,TAS01
033812UC,0,VIC01
033812UC,0,WA001
033812UC,0,AC001
"=""034002""",0,VIC01
"=""034002""",1,WHS01
"=""034002""",0,NSW01
"=""034002""",0,SA001
"=""034002""",0,TAS01
"=""034002""",0,QLD01
"=""034002""",0,AC001
"=""034002""",0,DCV01
"=""034002""",0,WA001
"=""034002""",0,DCV02
"=""034102""",0,DCV02
"=""034102""",0,WA001
"=""034102""",0,DCV01
"=""034102""",0,AC001
"=""034102""",0,QLD01
"=""034102""",0,TAS01
"=""034102""",0,SA001
"=""034102""",0,NSW01
"=""034102""",2,WHS01
"=""034102""",0,VIC01
034102UC,1,DCV01
034102UC,0,AC001
034102UC,1,TAS01
034102UC,0,DCV02
034102UC,19,WHS01
034102UC,2,NSW01
034102UC,0,VIC01
034102UC,1,WA001
034102UC,1,SA001
034102UC,1,QLD01
"=""034202""",0,AC001
"=""034202""",0,DCV01
"=""034202""",0,DCV02
"=""034202""",0,WA001
"=""034202""",0,VIC01
"=""034202""",3,WHS01
"=""034202""",0,NSW01
"=""034202""",0,SA001
"=""034202""",0,TAS01
"=""034202""",0,QLD01
034202UC,1,DCV01
034202UC,0,AC001
034202UC,1,TAS01
034202UC,0,DCV02
034202UC,0,VIC01
034202UC,1,SA001
034202UC,26,WHS01
034202UC,1,WA001
034202UC,1,QLD01
034202UC,2,NSW01
"=""034340""",0,AC001
"=""034340""",0,WA001
"=""034340""",0,DCV02
"=""034340""",0,DCV01
"=""034340""",3,WHS01
"=""034340""",0,VIC01
"=""034340""",0,SA001
"=""034340""",0,NSW01
"=""034340""",0,TAS01
"=""034340""",0,QLD01
034340UC,1,DCV01
034340UC,0,AC001
034340UC,1,TAS01
034340UC,1,WA001
034340UC,0,VIC01
034340UC,0,DCV02
034340UC,68,WHS01
034340UC,2,NSW01
034340UC,1,SA001
034340UC,1,QLD01
"=""034500""",0,DCV02
"=""034500""",0,AC001
"=""034500""",2,NSW01
"=""034500""",1,SA001
"=""034500""",1,WA001
"=""034500""",8,WHS01
"=""034500""",0,VIC01
"=""034500""",1,QLD01
"=""034500""",1,TAS01
"=""034500""",1,DCV01
034500UC,0,TAS01
034500UC,0,WA001
034500UC,0,SA001
034500UC,0,VIC01
034500UC,0,WHS01
034500UC,0,NSW01
034500UC,0,QLD01
"=""034702""",0,AC001
"=""034702""",0,DCV01
"=""034702""",0,DCV02
"=""034702""",0,WA001
"=""034702""",0,VIC01
"=""034702""",2,WHS01
"=""034702""",0,NSW01
"=""034702""",0,SA001
"=""034702""",0,TAS01
"=""034702""",0,QLD01
034702UC,1,DCV01
034702UC,0,AC001
034702UC,0,VIC01
034702UC,1,WA001
034702UC,2,TAS01
034702UC,0,DCV02
034702UC,7,WHS01
034702UC,2,NSW01
034702UC,1,SA001
034702UC,1,QLD01
"=""034802""",2,DCV02
"=""034802""",1,NSW01
"=""034802""",4,QLD01
"=""034802""",1,SA001
"=""034802""",2,TAS01
"=""034802""",0,VIC01
"=""034802""",1,WA001
"=""034802""",9,WHS01
"=""034802""",0,AC001
"=""034802""",0,DCV01
034802UC,1,DCV01
034802UC,0,AC001
034802UC,2,TAS01
034802UC,0,DCV02
034802UC,0,VIC01
034802UC,2,WA001
034802UC,4,WHS01
034802UC,1,SA001
034802UC,2,QLD01
034802UC,4,NSW01
"=""035004""",0,AC001
"=""035004""",0,WA001
"=""035004""",0,DCV02
"=""035004""",0,DCV01
"=""035004""",2,WHS01
"=""035004""",0,VIC01
"=""035004""",0,SA001
"=""035004""",0,NSW01
"=""035004""",0,TAS01
"=""035004""",0,QLD01
035004UC,1,DCV01
035004UC,1,WA001
035004UC,0,AC001
035004UC,1,TAS01
035004UC,2,DCV02
035004UC,37,WHS01
035004UC,1,SA001
035004UC,0,VIC01
035004UC,2,NSW01
035004UC,1,QLD01
"=""035102""",0,AC001
"=""035102""",0,DCV01
"=""035102""",0,DCV02
"=""035102""",0,WA001
"=""035102""",0,VIC01
"=""035102""",2,WHS01
"=""035102""",0,SA001
"=""035102""",0,NSW01
"=""035102""",0,TAS01
"=""035102""",0,QLD01
035102UC,2,DCV01
035102UC,2,TAS01
035102UC,0,AC001
035102UC,2,WA001
035102UC,2,DCV02
035102UC,2,QLD01
035102UC,2,NSW01
035102UC,0,VIC01
035102UC,1,SA001
035102UC,9,WHS01
"=""035122""",0,AC001
"=""035122""",0,WA001
"=""035122""",0,DCV02
"=""035122""",0,DCV01
"=""035122""",1,WHS01
"=""035122""",0,VIC01
"=""035122""",0,NSW01
"=""035122""",0,SA001
"=""035122""",0,TAS01
"=""035122""",0,QLD01
"=""035132""",0,QLD01
"=""035132""",0,TAS01
"=""035132""",0,SA001
"=""035132""",0,NSW01
"=""035132""",0,VIC01
"=""035132""",3,WHS01
"=""035132""",0,DCV01
"=""035132""",0,DCV02
"=""035132""",0,WA001
"=""035132""",0,AC001
"=""035202""",0,DCV02
"=""035202""",0,WA001
"=""035202""",2,DCV01
"=""035202""",1,SA001
"=""035202""",0,TAS01
"=""035202""",0,VIC01
"=""035202""",9,WHS01
"=""035202""",1,NSW01
"=""035202""",1,QLD01
"=""035202""",0,AC001
035402UC,0,AC001
035402UC,2,WA001
035402UC,4,TAS01
035402UC,2,DCV01
035402UC,2,DCV02
035402UC,13,WHS01
035402UC,1,SA001
035402UC,0,VIC01
035402UC,2,NSW01
035402UC,1,QLD01
"=""035432""",1,WHS01
"=""035432""",1,TAS01
"=""035432""",0,DCV02
"=""035432""",1,WA001
"=""035432""",1,SA001
"=""035432""",2,QLD01
"=""035432""",0,VIC01
"=""035432""",2,NSW01
"=""035432""",1,DCV01
"=""035432""",0,AC001
"=""035602""",1,WHS01
"=""035602""",0,VIC01
"=""035602""",0,NSW01
"=""035602""",0,SA001
"=""035602""",0,TAS01
"=""035602""",0,QLD01
"=""035602""",0,AC001
"=""035602""",0,WA001
"=""035602""",0,DCV02
"=""035602""",0,DCV01
035612UC,0,DCV02
035612UC,1,NSW01
035612UC,12,WHS01
035612UC,1,QLD01
035612UC,1,SA001
035612UC,1,DCV01
035612UC,0,AC001
035612UC,1,WA001
035612UC,0,VIC01
035612UC,1,TAS01
035700UC,3,WHS01
035700UC,1,TAS01
035700UC,0,AC001
035700UC,1,DCV01
035700UC,1,WA001
035700UC,0,VIC01
035700UC,1,SA001
035700UC,1,QLD01
035700UC,2,NSW01
035700UC,0,DCV02
"=""035710""",0,DCV01
"=""035710""",0,DCV02
"=""035710""",0,WA001
"=""035710""",0,AC001
"=""035710""",0,VIC01
"=""035710""",3,WHS01
"=""035710""",0,SA001
"=""035710""",0,NSW01
"=""035710""",0,TAS01
"=""035710""",0,QLD01
035722UC,2,DCV01
035722UC,0,AC001
035722UC,2,TAS01
035722UC,2,DCV02
035722UC,1,SA001
035722UC,3,QLD01
035722UC,3,NSW01
035722UC,0,VIC01
035722UC,2,WA001
035722UC,7,WHS01
"=""035900""",0,WA001
"=""035900""",0,DCV02
"=""035900""",0,DCV01
"=""035900""",0,AC001
"=""035900""",2,WHS01
"=""035900""",0,VIC01
"=""035900""",0,NSW01
"=""035900""",0,SA001
"=""035900""",0,TAS01
"=""035900""",0,QLD01
035900UC,0,DCV01
035900UC,0,AC001
035900UC,0,TAS01
035900UC,0,DCV02
035900UC,0,SA001
035900UC,0,QLD01
035900UC,0,NSW01
035900UC,0,VIC01
035900UC,0,WA001
035900UC,0,WHS01
036202UC,33,WHS01
036202UC,1,WA001
036202UC,0,VIC01
036202UC,2,NSW01
036202UC,1,QLD01
036202UC,1,SA001
036202UC,0,DCV02
036202UC,1,TAS01
036202UC,0,AC001
036202UC,1,DCV01
036302UC,0,DCV01
036302UC,0,AC001
036302UC,0,TAS01
036302UC,0,DCV02
036302UC,11,WHS01
036302UC,0,WA001
036302UC,0,VIC01
036302UC,0,NSW01
036302UC,0,QLD01
036302UC,0,SA001
"=""036402""",0,DCV01
"=""036402""",0,DCV02
"=""036402""",0,WA001
"=""036402""",0,AC001
"=""036402""",0,VIC01
"=""036402""",1,WHS01
"=""036402""",0,SA001
"=""036402""",0,NSW01
"=""036402""",0,TAS01
"=""036402""",0,QLD01
036402UC,1,DCV01
036402UC,0,AC001
036402UC,1,TAS01
036402UC,1,WA001
036402UC,0,VIC01
036402UC,0,DCV02
036402UC,14,WHS01
036402UC,1,NSW01
036402UC,1,QLD01
036402UC,1,SA001
"=""036502""",0,DCV02
"=""036502""",2,NSW01
"=""036502""",1,QLD01
"=""036502""",1,SA001
"=""036502""",1,TAS01
"=""036502""",0,VIC01
"=""036502""",1,WA001
"=""036502""",3,WHS01
"=""036502""",0,AC001
"=""036502""",1,DCV01
036502UC,1,DCV01
036502UC,0,AC001
036502UC,1,TAS01
036502UC,2,DCV02
036502UC,1,WA001
036502UC,8,WHS01
036502UC,1,SA001
036502UC,0,VIC01
036502UC,1,QLD01
036502UC,4,NSW01
"=""036622""",0,WA001
"=""036622""",0,DCV02
"=""036622""",0,DCV01
"=""036622""",0,AC001
"=""036622""",3,WHS01
"=""036622""",0,VIC01
"=""036622""",0,NSW01
"=""036622""",0,SA001
"=""036622""",0,TAS01
"=""036622""",0,QLD01
036622UC,1,DCV01
036622UC,1,TAS01
036622UC,0,AC001
036622UC,0,DCV02
036622UC,1,NSW01
036622UC,2,QLD01
036622UC,0,VIC01
036622UC,1,SA001
036622UC,25,WHS01
036622UC,1,WA001
"=""036700""",0,DCV01
"=""036700""",0,DCV02
"=""036700""",0,WA001
"=""036700""",0,AC001
"=""036700""",0,VIC01
"=""036700""",2,WHS01
"=""036700""",0,SA001
"=""036700""",0,NSW01
"=""036700""",0,TAS01
"=""036700""",0,QLD01
036700UC,1,DCV01
036700UC,0,AC001
036700UC,1,TAS01
036700UC,2,DCV02
036700UC,1,SA001
036700UC,1,QLD01
036700UC,1,WA001
036700UC,2,NSW01
036700UC,0,VIC01
036700UC,40,WHS01
"=""036800""",0,DCV02
"=""036800""",0,AC001
"=""036800""",1,TAS01
"=""036800""",1,QLD01
"=""036800""",0,VIC01
"=""036800""",13,WHS01
"=""036800""",1,WA001
"=""036800""",1,SA001
"=""036800""",1,NSW01
"=""036800""",0,DCV01
036800UC,0,DCV01
036800UC,0,AC001
036800UC,0,TAS01
036800UC,0,WA001
036800UC,0,DCV02
036800UC,0,NSW01
036800UC,0,QLD01
036800UC,0,VIC01
036800UC,0,SA001
036800UC,0,WHS01
"=""036810""",0,DCV02
"=""036810""",0,AC001
"=""036810""",0,DCV01
"=""036810""",0,WA001
"=""036810""",0,SA001
"=""036810""",0,TAS01
"=""036810""",0,QLD01
"=""036810""",0,NSW01
"=""036810""",1,WHS01
"=""036810""",0,VIC01
"=""037000""",0,QLD01
"=""037000""",0,NSW01
"=""037000""",0,SA001
"=""037000""",2,WHS01
"=""037000""",0,VIC01
"=""037000""",0,AC001
"=""037000""",0,TAS01
"=""037000""",0,WA001
"=""037000""",0,DCV02
"=""037000""",0,DCV01
037000UC,2,DCV02
037000UC,2,WA001
037000UC,15,WHS01
037000UC,0,VIC01
037000UC,1,SA001
037000UC,2,NSW01
037000UC,2,QLD01
037000UC,1,DCV01
037000UC,0,AC001
037000UC,1,TAS01
"=""037102""",0,AC001
"=""037102""",0,VIC01
"=""037102""",1,WHS01
"=""037102""",0,SA001
"=""037102""",0,NSW01
"=""037102""",0,TAS01
"=""037102""",0,QLD01
"=""037102""",0,DCV01
"=""037102""",0,DCV02
"=""037102""",0,WA001
037102UC,0,DCV02
037102UC,0,WHS01
037102UC,0,QLD01
037102UC,0,SA001
037102UC,0,NSW01
037102UC,0,DCV01
037102UC,0,WA001
037102UC,0,AC001
037102UC,0,VIC01
037102UC,0,TAS01
"=""037202""",0,AC001
"=""037202""",0,DCV01
"=""037202""",0,WA001
"=""037202""",0,SA001
"=""037202""",0,TAS01
"=""037202""",0,VIC01
"=""037202""",0,NSW01
"=""037202""",0,WHS01
"=""037202""",0,QLD01
"=""037202""",0,DCV02
"=""037302""",0,DCV02
"=""037302""",0,QLD01
"=""037302""",0,WHS01
"=""037302""",0,NSW01
"=""037302""",0,VIC01
"=""037302""",0,TAS01
"=""037302""",0,SA001
"=""037302""",0,WA001
"=""037302""",0,DCV01
"=""037302""",0,AC001
037502UC,0,AC001
037502UC,1,SA001
037502UC,1,TAS01
037502UC,0,VIC01
037502UC,1,WA001
037502UC,8,WHS01
037502UC,2,NSW01
037502UC,1,QLD01
037502UC,1,DCV01
037502UC,0,DCV02
037512UC,0,SA001
037512UC,0,QLD01
037512UC,0,WHS01
037512UC,0,WA001
037512UC,0,NSW01
037512UC,0,VIC01
037512UC,0,TAS01
"=""037600""",0,AC001
"=""037600""",1,WHS01
"=""037600""",0,VIC01
"=""037600""",0,NSW01
"=""037600""",0,SA001
"=""037600""",0,TAS01
"=""037600""",0,QLD01
"=""037600""",0,DCV02
"=""037600""",0,WA001
"=""037600""",0,DCV01
037600UC,0,DCV02
037600UC,0,WHS01
037600UC,0,NSW01
037600UC,0,QLD01
037600UC,0,SA001
037600UC,0,DCV01
037600UC,0,TAS01
037600UC,0,VIC01
037600UC,0,WA001
037600UC,0,AC001
"=""037700""",0,AC001
"=""037700""",0,VIC01
"=""037700""",2,WHS01
"=""037700""",0,SA001
"=""037700""",0,NSW01
"=""037700""",0,TAS01
"=""037700""",0,QLD01
"=""037700""",0,DCV01
"=""037700""",0,WA001
"=""037700""",0,DCV02
037700UC,0,DCV02
037700UC,0,WHS01
037700UC,0,SA001
037700UC,0,VIC01
037700UC,0,QLD01
037700UC,0,NSW01
037700UC,0,DCV01
037700UC,0,AC001
037700UC,0,TAS01
037700UC,0,WA001
"=""037800""",0,AC001
"=""037800""",0,DCV01
"=""037800""",0,WA001
"=""037800""",0,SA001
"=""037800""",0,TAS01
"=""037800""",0,VIC01
"=""037800""",0,NSW01
"=""037800""",3,WHS01
"=""037800""",0,QLD01
"=""037800""",0,DCV02
"=""037900""",0,DCV02
"=""037900""",0,QLD01
"=""037900""",1,WHS01
"=""037900""",0,NSW01
"=""037900""",0,VIC01
"=""037900""",0,TAS01
"=""037900""",0,SA001
"=""037900""",0,WA001
"=""037900""",0,DCV01
"=""037900""",0,AC001
"=""037920""",1,TAS01
"=""037920""",0,AC001
"=""037920""",1,DCV01
"=""037920""",0,DCV02
"=""037920""",0,VIC01
"=""037920""",1,SA001
"=""037920""",1,NSW01
"=""037920""",11,WHS01
"=""037920""",1,WA001
"=""037920""",1,QLD01
"=""038130""",1,QLD01
"=""038130""",0,VIC01
"=""038130""",0,WHS01
"=""038130""",3,NSW01
"=""038130""",1,SA001
"=""038130""",2,DCV02
"=""038130""",1,DCV01
"=""038130""",0,AC001
"=""038130""",1,TAS01
"=""038130""",2,WA001
"=""038160""",1,WA001
"=""038160""",1,QLD01
"=""038160""",1,TAS01
"=""038160""",0,AC001
"=""038160""",2,DCV01
"=""038160""",2,DCV02
"=""038160""",1,SA001
"=""038160""",0,NSW01
"=""038160""",13,WHS01
"=""038160""",0,VIC01
"=""038161""",0,AC001
"=""038161""",0,DCV02
"=""038161""",1,DCV01
"=""038161""",3,NSW01
"=""038161""",1,QLD01
"=""038161""",1,SA001
"=""038161""",0,TAS01
"=""038161""",0,VIC01
"=""038161""",0,WA001
"=""038161""",6,WHS01
"=""038170""",0,DCV01
"=""038170""",0,AC001
"=""038170""",1,TAS01
"=""038170""",1,QLD01
"=""038170""",1,WA001
"=""038170""",2,DCV02
"=""038170""",1,NSW01
"=""038170""",1,SA001
"=""038170""",0,VIC01
"=""038170""",12,WHS01
"=""038300""",0,DCV02
"=""038300""",0,AC001
"=""038300""",1,SA001
"=""038300""",1,NSW01
"=""038300""",1,WA001
"=""038300""",14,WHS01
"=""038300""",0,VIC01
"=""038300""",1,QLD01
"=""038300""",1,TAS01
"=""038300""",0,DCV01
038300UC,0,DCV01
038300UC,0,AC001
038300UC,0,WA001
038300UC,0,TAS01
038300UC,0,DCV02
038300UC,0,VIC01
038300UC,0,SA001
038300UC,0,WHS01
038300UC,0,QLD01
038300UC,0,NSW01
"=""038400""",0,QLD01
"=""038400""",9,WHS01
"=""038400""",0,VIC01
"=""038400""",2,SA001
"=""038400""",1,NSW01
"=""038400""",0,DCV02
"=""038400""",1,WA001
"=""038400""",1,TAS01
"=""038400""",0,AC001
"=""038400""",0,DCV01
038400UC,0,DCV01
038400UC,0,SA001
038400UC,0,TAS01
038400UC,0,WA001
038400UC,0,QLD01
038400UC,0,VIC01
038400UC,0,NSW01
038400UC,0,WHS01
038400UC,0,AC001
038400UC,0,DCV02
"=""038440""",2,DCV02
"=""038440""",3,NSW01
"=""038440""",1,SA001
"=""038440""",0,VIC01
"=""038440""",8,WHS01
"=""038440""",1,QLD01
"=""038440""",0,AC001
"=""038440""",2,TAS01
"=""038440""",2,WA001
"=""038440""",2,DCV01
038440UC,1,DCV01
038440UC,1,WA001
038440UC,1,TAS01
038440UC,12,WHS01
038440UC,1,NSW01
038440UC,0,VIC01
038440UC,2,QLD01
038440UC,1,SA001
038440UC,0,AC001
038440UC,0,DCV02
"=""038450""",0,DCV02
"=""038450""",0,WA001
"=""038450""",0,DCV01
"=""038450""",2,WHS01
"=""038450""",0,QLD01
"=""038450""",0,NSW01
"=""038450""",0,SA001
"=""038450""",0,AC001
"=""038450""",0,VIC01
"=""038450""",0,TAS01
"=""038460""",0,DCV01
"=""038460""",0,AC001
"=""038460""",2,WA001
"=""038460""",1,TAS01
"=""038460""",2,DCV02
"=""038460""",2,QLD01
"=""038460""",11,WHS01
"=""038460""",0,VIC01
"=""038460""",1,SA001
"=""038460""",1,NSW01
038460UC,0,DCV02
038460UC,0,AC001
038460UC,0,DCV01
038460UC,0,TAS01
038460UC,0,WA001
038460UC,0,QLD01
038460UC,0,VIC01
038460UC,0,NSW01
038460UC,0,WHS01
038460UC,0,SA001
"=""038500""",0,DCV01
"=""038500""",0,AC001
"=""038500""",1,NSW01
"=""038500""",1,SA001
"=""038500""",1,TAS01
"=""038500""",1,QLD01
"=""038500""",0,VIC01
"=""038500""",7,WHS01
"=""038500""",1,WA001
"=""038500""",0,DCV02
038500UC,0,DCV02
038500UC,0,WHS01
038500UC,0,NSW01
038500UC,0,SA001
038500UC,0,VIC01
038500UC,0,AC001
038500UC,0,WA001
038500UC,0,TAS01
038500UC,0,DCV01
038500UC,0,QLD01
"=""038510""",0,AC001
"=""038510""",0,VIC01
"=""038510""",0,SA001
"=""038510""",0,NSW01
"=""038510""",0,TAS01
"=""038510""",0,QLD01
"=""038510""",1,WHS01
"=""038510""",0,DCV01
"=""038510""",0,WA001
"=""038510""",0,DCV02
"=""038511""",0,DCV02
"=""038511""",0,WA001
"=""038511""",0,DCV01
"=""038511""",11,WHS01
"=""038511""",0,QLD01
"=""038511""",0,TAS01
"=""038511""",1,SA001
"=""038511""",1,NSW01
"=""038511""",0,VIC01
"=""038511""",0,AC001
"=""038912""",0,AC001
"=""038912""",0,NSW01
"=""038912""",0,SA001
"=""038912""",0,TAS01
"=""038912""",0,QLD01
"=""038912""",2,WHS01
"=""038912""",0,VIC01
"=""038912""",0,DCV01
"=""038912""",0,WA001
"=""038912""",0,DCV02
038912UC,0,DCV02
038912UC,9,WHS01
038912UC,1,WA001
038912UC,0,VIC01
038912UC,1,NSW01
038912UC,1,QLD01
038912UC,1,SA001
038912UC,0,AC001
038912UC,1,TAS01
038912UC,1,DCV01
"=""039001""",1,DCV01
"=""039001""",1,WA001
"=""039001""",1,SA001
"=""039001""",1,TAS01
"=""039001""",1,QLD01
"=""039001""",1,WHS01
"=""039001""",0,VIC01
"=""039001""",2,NSW01
"=""039001""",0,AC001
"=""039001""",0,DCV02
"=""039002""",0,DCV02
"=""039002""",0,AC001
"=""039002""",11,WHS01
"=""039002""",0,VIC01
"=""039002""",2,NSW01
"=""039002""",1,SA001
"=""039002""",0,DCV01
"=""039002""",1,WA001
"=""039002""",1,QLD01
"=""039002""",1,TAS01
